ChargingStation;Unit;Value;MinLevelValue;MaxLevelValue;StartHour;EndHour
FLG-00007;min;0.09;0;NA;NA;NA
FLG-90002;min;0.034;0;NA;NA;NA
FND-00002;charge;0.2964;0;NA;NA;NA
FND-00002;min;0.1;0;NA;NA;NA
FND-00003;charge;0.2964;0;NA;NA;NA
FND-00003;min;0.1;0;NA;NA;NA
FND-00004;charge;0.297;0;NA;NA;NA
FND-00004;min;0.12;0;NA;NA;NA
FND-00005;charge;0.166;0;NA;NA;NA
FND-00005;min;0.04;0;NA;NA;NA
FND-00006;min;0.04;0;NA;NA;NA
FND-00007;charge;0.3;0;NA;NA;NA
FND-00007;min;0.1;0;NA;NA;NA
FND-90001;min;0.029;0;NA;NA;NA
FTR-90001;min;0.02;0;NA;NA;NA
FUN-00002;charge;0.3;0;NA;NA;NA
FUN-00002;min;0.06;0;NA;NA;NA
FUN-00003;charge;0.3;0;NA;NA;NA
FUN-00003;min;0.04;0;NA;NA;NA
FUN-00005;charge;0.2964;0;NA;NA;NA
FUN-00005;min;0.025;0;NA;NA;NA
FUN-00006;min;0;0;NA;NA;NA
FUN-00007;min;0;0;NA;NA;NA
FUN-00008;min;0;0;NA;NA;NA
FUN-00009;min;0;0;NA;NA;NA
FUN-00010;min;0;0;NA;NA;NA
FUN-00011;min;0;0;NA;NA;NA
FUN-00012;min;0;0;NA;NA;NA
FUN-00013;min;0;0;NA;NA;NA
FUN-00014;min;0;0;NA;NA;NA
FUN-00015;min;0;0;NA;NA;NA
FUN-00016;min;0;0;NA;NA;NA
FUN-00018;charge;0.3;0;NA;NA;NA
FUN-00018;min;0.035;0;NA;NA;NA
FUN-00019;charge;0.3;0;NA;NA;NA
FUN-00019;min;0.035;0;NA;NA;NA
FUN-00020;charge;0.297;0;NA;NA;NA
FUN-00020;min;0.03;0;NA;NA;NA
FUN-00021;min;0.04;0;NA;NA;NA
FUN-00022;min;0.04;0;NA;NA;NA
FUN-00023;charge;0.2964;0;NA;NA;NA
FUN-00023;min;0.105;0;NA;NA;NA
FUN-00024;min;0.03;0;NA;NA;NA
FUN-00025;charge;0.2964;0;NA;NA;NA
FUN-00025;min;0.055;0;NA;NA;NA
FUN-00026;charge;0.2964;0;NA;NA;NA
FUN-00026;min;0.025;0;NA;NA;NA
FUN-00027;charge;0.2964;0;NA;NA;NA
FUN-00027;min;0.025;0;NA;NA;NA
FUN-00028;charge;0.3;0;NA;NA;NA
FUN-00028;min;0.03;0;NA;NA;NA
FUN-00029;charge;0.3;0;NA;NA;NA
FUN-00029;min;0.03;0;NA;NA;NA
FUN-00030;charge;0.3;0;NA;NA;NA
FUN-00030;min;0.03;0;NA;NA;NA
FUN-00031;charge;0.297;0;NA;NA;NA
FUN-00031;kWh;0.07;0;NA;NA;NA
FUN-00031;min;0.09;0;NA;NA;NA
FUN-00032;charge;0.3;0;NA;NA;NA
FUN-00032;min;0.035;0;NA;NA;NA
FUN-00033;charge;0.3;0;NA;NA;NA
FUN-00033;min;0.035;0;NA;NA;NA
FUN-00034;charge;0.2964;0;NA;NA;NA
FUN-00034;min;0.105;0;NA;NA;NA
FUN-00035;min;0;0;NA;NA;NA
FVN-00002;charge;0.5;0;NA;NA;NA
FVN-00002;kWh;0.35;0;NA;NA;NA
FVN-00002;min;0;0;30;NA;NA
FVN-00002;min;0.12;30;NA;NA;NA
FVN-90001;min;0.029;0;NA;NA;NA
FZZ-00002;charge;0.3;0;NA;NA;NA
FZZ-00002;min;0.035;0;NA;NA;NA
FZZ-90001;min;0.025;0;NA;NA;NA
GAV-90001;min;0.02;0;NA;NA;NA
GDL-00002;charge;0.3;0;NA;NA;NA
GDL-00002;kWh;0.14;0;NA;23;8
GDL-00002;min;0.03;0;NA;8;23
GDL-00004;min;0.08;0;NA;NA;NA
GDL-00005;charge;0.2964;0;NA;NA;NA
GDL-00005;kWh;0.08;0;NA;NA;NA
GDL-00005;min;0.015;0;NA;NA;NA
GDL-00006;charge;0.297;0;NA;NA;NA
GDL-00006;kWh;0.1;0;NA;NA;NA
GDL-00006;min;0.15;0;NA;NA;NA
GDL-00007;charge;0.297;0;NA;NA;NA
GDL-00007;kWh;0.1;0;NA;NA;NA
GDL-00007;min;0.15;0;NA;NA;NA
GDL-00008;charge;0.297;0;NA;NA;NA
GDL-00008;kWh;0.08;0;NA;NA;NA
GDL-00008;min;0.11;0;NA;NA;NA
GDL-00009;charge;0.297;0;NA;NA;NA
GDL-00009;kWh;0.08;0;NA;NA;NA
GDL-00009;min;0.11;0;NA;NA;NA
GDL-90003;min;0.025;0;NA;NA;NA
GDM-00003;charge;0.2964;0;NA;NA;NA
GDM-00003;min;0.08;0;NA;NA;NA
GDM-00004;min;0.08;0;NA;NA;NA
GDM-00005;min;0.02;0;NA;NA;NA
GDM-00006;min;0.02;0;NA;NA;NA
GDM-00007;charge;0.297;0;NA;NA;NA
GDM-00007;kWh;0.06;0;NA;NA;NA
GDM-00007;min;0.01;0;NA;NA;NA
GDM-00008;charge;0.297;0;NA;NA;NA
GDM-00008;kWh;0.06;0;NA;NA;NA
GDM-00008;min;0.01;0;NA;NA;NA
GDM-00009;charge;0.3;0;NA;NA;NA
GDM-00009;min;0.05;0;NA;NA;NA
GDM-00010;charge;0.3;0;NA;NA;NA
GDM-00010;min;0.05;0;NA;NA;NA
GDM-00011;charge;0.2964;0;NA;NA;NA
GDM-00011;min;0.105;0;NA;NA;NA
GDM-00012;charge;0.3;0;NA;NA;NA
GDM-00012;kWh;0.09;0;NA;NA;NA
GDM-00012;min;0.08;0;NA;NA;NA
GDM-00013;charge;0.297;0;NA;NA;NA
GDM-00013;min;0.12;0;NA;NA;NA
GDM-00015;min;0.08;0;NA;NA;NA
GDM-00016;charge;0.297;0;NA;NA;NA
GDM-00016;min;0.06;0;NA;NA;NA
GDM-00017;charge;0.297;0;NA;NA;NA
GDM-00017;kWh;0.07;0;NA;NA;NA
GDM-00017;min;0.09;0;NA;NA;NA
GDM-00018;charge;0.297;0;NA;NA;NA
GDM-00018;kWh;0.07;0;NA;NA;NA
GDM-00018;min;0.09;0;NA;NA;NA
GDM-00019;charge;0.297;0;NA;NA;NA
GDM-00019;kWh;0.07;0;NA;NA;NA
GDM-00019;min;0.09;0;NA;NA;NA
GLG-90001;min;0.02;0;NA;NA;NA
GMR-00001;min;0;0;NA;NA;NA
GMR-00002;min;0;0;NA;NA;NA
GMR-00004;min;0.08;0;NA;NA;NA
GMR-00008;min;0.05;0;NA;NA;NA
GMR-00009;charge;0.2964;0;NA;NA;NA
GMR-00009;min;0.105;0;NA;NA;NA
GMR-00013;charge;0.2964;0;NA;NA;NA
GMR-00013;min;0.105;0;NA;NA;NA
GMR-00016;min;0;0;NA;NA;NA
GMR-00017;charge;0.2964;0;NA;NA;NA
GMR-00017;min;0.105;0;NA;NA;NA
GMR-00018;charge;0.3;0;NA;NA;NA
GMR-00018;min;0.1;0;NA;NA;NA
GMR-00019;min;0.02;0;NA;NA;NA
GMR-00021;min;0.09;0;NA;NA;NA
GMR-00022;min;0.05;0;NA;NA;NA
GMR-00024;charge;0.2964;0;NA;NA;NA
GMR-00024;min;0.035;0;NA;NA;NA
GMR-00025;charge;0.2964;0;NA;NA;NA
GMR-00025;min;0.035;0;NA;NA;NA
GMR-00026;charge;0.2964;0;NA;NA;NA
GMR-00026;min;0.035;0;NA;NA;NA
GMR-00027;min;0.02;0;NA;NA;NA
GMR-00037;min;0.08;0;NA;NA;NA
GMR-00038;charge;0.3;0;NA;NA;NA
GMR-00038;min;0.11;0;NA;NA;NA
GMR-00041;min;0.08;0;NA;NA;NA
GMR-00043;charge;0.2964;0;NA;NA;NA
GMR-00043;kWh;0.12;0;NA;NA;NA
GMR-00043;min;0.14;0;NA;NA;NA
GMR-00044;charge;0.2964;0;NA;NA;NA
GMR-00044;min;0.09;0;NA;NA;NA
GMR-00045;charge;0.2964;0;NA;NA;NA
GMR-00045;min;0.09;0;NA;NA;NA
GMR-00046;charge;0.2964;0;NA;NA;NA
GMR-00046;min;0.09;0;NA;NA;NA
GMR-00047;charge;0.2964;0;NA;NA;NA
GMR-00047;kWh;0.12;0;NA;20;8
GMR-00047;min;0.02;0;NA;8;20
GMR-00048;charge;0.2964;0;NA;NA;NA
GMR-00048;kWh;0.12;0;NA;20;8
GMR-00048;min;0.02;0;NA;8;20
GMR-00049;charge;0.2964;0;NA;NA;NA
GMR-00049;kWh;0.12;0;NA;20;8
GMR-00049;min;0.02;0;NA;8;20
GMR-00050;charge;0.2964;0;NA;NA;NA
GMR-00050;kWh;0.12;0;NA;20;8
GMR-00050;min;0.02;0;NA;8;20
GMR-00051;charge;0.2964;0;NA;NA;NA
GMR-00051;kWh;0.12;0;NA;20;8
GMR-00051;min;0.02;0;NA;8;20
GMR-90003;min;0.009;0;NA;NA;NA
GMR-90005;min;0.0046;0;NA;NA;NA
GMR-90006;min;0.004;0;NA;NA;NA
GMR-90007;min;0.005;0;NA;NA;NA
GMR-90012;min;0.009;0;NA;NA;NA
GMR-90014;min;0.004;0;NA;NA;NA
GOI-90001;min;0.025;0;NA;NA;NA
GOV-UK-00001;charge;0.5;0;NA;NA;NA
GOV-UK-00001;min;0.02;0;NA;NA;NA
GRD-00006;charge;0.35;0;NA;NA;NA
GRD-00006;kWh;0.06;0;NA;NA;NA
GRD-00006;min;0.02;0;NA;NA;NA
GRD-00007;charge;0.2964;0;NA;NA;NA
GRD-00007;min;0.105;0;NA;NA;NA
GRD-00008;charge;0.2964;0;NA;NA;NA
GRD-00008;min;0.105;0;NA;NA;NA
GRD-00009;min;0.035;0;NA;NA;NA
GRD-00010;min;0.035;0;NA;NA;NA
GRD-00011;min;0.08;0;NA;NA;NA
GRD-00012;charge;0.297;0;NA;NA;NA
GRD-00012;min;0.12;0;NA;NA;NA
GRD-00014;charge;0.2964;0;NA;NA;NA
GRD-00014;min;0.2;0;NA;NA;NA
GRD-90001;min;0.011;0;NA;NA;NA
GRD-90002;min;0.0037;0;NA;NA;NA
GRD-90004;min;0.009;0;NA;NA;NA
GRD-90005;min;0.006;0;NA;NA;NA
GVA-00002;min;0.08;0;NA;NA;NA
GVA-90001;kWh;0.1;0;NA;NA;NA
HE-BRG-00001;charge;0.2964;0;NA;NA;NA
HE-BRG-00001;min;0.015;0;120;NA;NA
HE-BRG-00001;min;0.03;120;NA;NA;NA
HE-BRG-00002;charge;0.2964;0;NA;NA;NA
HE-BRG-00002;min;0.015;0;120;NA;NA
HE-BRG-00002;min;0.03;120;NA;NA;NA
HF-00001;kWh;0.01;0;NA;NA;NA
HF-00002;kWh;0.01;0;NA;NA;NA
HF-00003;kWh;0.01;0;NA;NA;NA
HRT-00001;charge;0.2964;0;NA;NA;NA
HRT-00001;min;0.0735;0;NA;NA;NA
HRT-00003;charge;0.1657;0;NA;NA;NA
HRT-00003;min;0.03;0;NA;NA;NA
IBRD-00001;min;0;0;NA;NA;NA
IDN-90001;min;0.02;0;NA;NA;NA
ILH-00002;charge;0.3;0;NA;NA;NA
ILH-00002;min;0.125;0;NA;NA;NA
ILH-90001;min;0.02;0;NA;NA;NA
IPL-00002;min;0;0;NA;NA;NA
IPL-00003;min;0;0;NA;NA;NA
ISEP-00001;charge;0.35;0;NA;NA;NA
ISEP-00001;kWh;0.06;0;NA;NA;NA
ISEP-00001;min;0.02;0;NA;NA;NA
LAG-00001;charge;0.1657;0;NA;NA;NA
LAG-00001;min;0.03;0;NA;NA;NA
LGA-00004;charge;0.3;0;NA;NA;NA
LGA-00004;min;0.115;0;NA;NA;NA
LGA-00005;min;0.03;0;NA;NA;NA
LGA-00006;min;0.03;0;NA;NA;NA
LGA-00007;min;0.08;0;NA;NA;NA
LGA-00008;charge;2.5;0;NA;NA;NA
LGA-00008;min;0;0;25;NA;NA
LGA-00008;min;0.1;25;NA;NA;NA
LGA-00009;charge;2.2;0;NA;NA;NA
LGA-00009;min;0;0;60;NA;NA
LGA-00009;min;0.036;60;NA;NA;NA
LGA-00010;charge;2.2;0;NA;NA;NA
LGA-00010;min;0;0;60;NA;NA
LGA-00010;min;0.036;60;NA;NA;NA
LGA-00014;charge;0.2964;0;NA;NA;NA
LGA-00014;kWh;0.08;0;NA;NA;NA
LGA-00014;min;0.015;0;NA;NA;NA
LGA-00015;charge;0.297;0;NA;NA;NA
LGA-00015;min;0.06;0;NA;NA;NA
LGA-00016;min;0.03;0;NA;NA;NA
LGA-90001;min;0.02;0;NA;NA;NA
LGA-90002;min;0.02;0;NA;NA;NA
LGF-00001;charge;0.2964;0;NA;NA;NA
LGF-00001;min;0.0735;0;NA;NA;NA
LGP-00001;charge;0.1657;0;NA;NA;NA
LGP-00001;min;0.03;0;NA;NA;NA
LGS-00002;charge;0.2964;0;NA;NA;NA
LGS-00002;min;0.105;0;NA;NA;NA
LGS-00003;charge;0.2964;0;NA;NA;NA
LGS-00003;min;0.105;0;NA;NA;NA
LGS-00004;charge;0.2964;0;NA;NA;NA
LGS-00004;min;0.02;0;NA;NA;NA
LGS-00006;charge;0.297;0;NA;NA;NA
LGS-00006;kWh;0.06;0;NA;NA;NA
LGS-00006;min;0.01;0;NA;NA;NA
LGS-00007;charge;0.297;0;NA;NA;NA
LGS-00007;kWh;0.06;0;NA;NA;NA
LGS-00007;min;0.01;0;NA;NA;NA
LGS-00008;charge;0.2964;0;NA;NA;NA
LGS-00008;kWh;0.08;0;NA;NA;NA
LGS-00008;min;0.015;0;NA;NA;NA
LGS-00009;charge;0.2964;0;NA;NA;NA
LGS-00009;min;0.1;0;NA;NA;NA
LGS-00010;min;0.08;0;NA;NA;NA
LGS-00011;charge;0.3;0;NA;NA;NA
LGS-00011;min;0.035;0;NA;NA;NA
LGS-00012;charge;0.297;0;NA;NA;NA
LGS-00012;kWh;0.07;0;NA;NA;NA
LGS-00012;min;0.09;0;NA;NA;NA
LGS-90001;min;0.02;0;NA;NA;NA
LGS-90005;min;0.02;0;NA;NA;NA
LIP-00001;charge;0.2964;0;NA;NA;NA
LIP-00001;min;0.03;0;NA;NA;NA
LLE-00002;charge;0.2964;0;NA;NA;NA
LLE-00002;min;0.105;0;NA;NA;NA
LLE-00003;charge;0.2964;0;NA;NA;NA
LLE-00003;min;0.105;0;NA;NA;NA
LLE-00004;charge;0.3;0;NA;NA;NA
LLE-00004;min;0.02;0;NA;NA;NA
LLE-00005;charge;0.3;0;NA;NA;NA
LLE-00005;min;0.02;0;NA;NA;NA
LLE-00010;charge;0.166;0;NA;NA;NA
LLE-00010;min;0.04;0;NA;NA;NA
LLE-00011;charge;0.166;0;NA;NA;NA
LLE-00011;min;0.04;0;NA;NA;NA
LLE-00012;charge;0.166;0;NA;NA;NA
LLE-00012;min;0.04;0;NA;NA;NA
LLE-00013;charge;0.166;0;NA;NA;NA
LLE-00013;min;0.04;0;NA;NA;NA
LLE-00014;charge;0.166;0;NA;NA;NA
LLE-00014;min;0.04;0;NA;NA;NA
LLE-00015;charge;0.166;0;NA;NA;NA
LLE-00015;min;0.095;0;NA;NA;NA
LLE-00021;min;0.03;0;NA;NA;NA
LLE-00022;min;0.04;0;NA;NA;NA
LLE-00024;charge;0.297;0;NA;NA;NA
LLE-00024;kWh;0.06;0;NA;NA;NA
LLE-00024;min;0.01;0;NA;NA;NA
LLE-00025;charge;0.297;0;NA;NA;NA
LLE-00025;kWh;0.06;0;NA;NA;NA
LLE-00025;min;0.01;0;NA;NA;NA
LLE-00026;charge;0.297;0;NA;NA;NA
LLE-00026;kWh;0.06;0;NA;NA;NA
LLE-00026;min;0.01;0;NA;NA;NA
LLE-00027;charge;0.297;0;NA;NA;NA
LLE-00027;kWh;0.06;0;NA;NA;NA
LLE-00027;min;0.01;0;NA;NA;NA
LLE-00028;charge;0.297;0;NA;NA;NA
LLE-00028;min;0.1;0;NA;NA;NA
LLE-00040;min;0.08;0;NA;NA;NA
LLE-00041;charge;0.2964;0;NA;NA;NA
LLE-00041;min;0.03;0;NA;NA;NA
LLE-00042;charge;0.2964;0;NA;NA;NA
LLE-00042;min;0.03;0;NA;NA;NA
LLE-00043;min;0.09;0;NA;NA;NA
LLE-00044;charge;0.297;0;NA;NA;NA
LLE-00044;kWh;0.06;0;NA;NA;NA
LLE-00044;min;0.01;0;NA;NA;NA
LLE-00045;charge;0.297;0;NA;NA;NA
LLE-00045;kWh;0.06;0;NA;NA;NA
LLE-00045;min;0.01;0;NA;NA;NA
LLE-00048;charge;0.166;0;NA;NA;NA
LLE-00048;min;0.04;0;NA;NA;NA
LLE-00049;min;0.09;0;NA;NA;NA
LLE-00051;charge;0.297;0;NA;NA;NA
LLE-00051;kWh;0.06;0;NA;NA;NA
LLE-00051;min;0.01;0;NA;NA;NA
LLE-00052;charge;0.2964;0;NA;NA;NA
LLE-00052;kWh;0.08;0;NA;NA;NA
LLE-00052;min;0.015;0;NA;NA;NA
LLE-00053;charge;0.2964;0;NA;NA;NA
LLE-00053;kWh;0.08;0;NA;NA;NA
LLE-00053;min;0.015;0;NA;NA;NA
LLE-00054;charge;0.2964;0;NA;NA;NA
LLE-00054;min;0.105;0;NA;NA;NA
LLE-00055;min;0.09;0;NA;NA;NA
LLE-00056;min;0.09;0;NA;NA;NA
LLE-00057;min;0.09;0;NA;NA;NA
LLE-00058;min;0.07;0;NA;NA;NA
LLE-00059;min;0.02;0;NA;NA;NA
LLE-00060;min;0.02;0;NA;NA;NA
LLE-00061;min;0.04;0;NA;NA;NA
LLE-00062;min;0.04;0;NA;NA;NA
LLE-00063;min;0.04;0;NA;NA;NA
LLE-00064;min;0.03;0;NA;NA;NA
LLE-00066;min;0.02;0;NA;NA;NA
LLE-00067;min;0.04;0;NA;NA;NA
LLE-00068;min;0.04;0;NA;NA;NA
LLE-00069;charge;0.3;0;NA;NA;NA
LLE-00069;min;0.1;0;NA;NA;NA
LLE-00070;min;0.04;0;NA;NA;NA
LLE-00071;min;0.04;0;NA;NA;NA
LLE-00072;min;0.03;0;NA;NA;NA
LLE-00073;min;0.07;0;NA;NA;NA
LLE-00074;min;0.07;0;NA;NA;NA
LLE-00075;charge;0.2964;0;NA;NA;NA
LLE-00075;min;0.02;0;NA;NA;NA
LLE-00076;charge;0.2964;0;NA;NA;NA
LLE-00076;min;0.02;0;NA;NA;NA
LLE-00077;charge;0.2964;0;NA;NA;NA
LLE-00077;min;0.02;0;NA;NA;NA
LLE-00078;charge;0.2964;0;NA;NA;NA
LLE-00078;min;0.02;0;NA;NA;NA
LLE-00079;charge;0.2964;0;NA;NA;NA
LLE-00079;min;0.035;0;NA;NA;NA
LLE-00083;charge;0.2964;0;NA;NA;NA
LLE-00083;min;0.035;0;NA;NA;NA
LLE-00084;charge;0.2964;0;NA;NA;NA
LLE-00084;min;0.105;0;NA;NA;NA
LLE-90001;min;0.02;0;NA;NA;NA
LLE-90023;min;0.025;0;NA;NA;NA
LMG-00002;charge;0.3;0;NA;NA;NA
LMG-00002;min;0.03;0;NA;NA;NA
LMG-00003;charge;0.3;0;NA;NA;NA
LMG-00003;min;0.03;0;NA;NA;NA
LMG-00005;charge;0.297;0;NA;NA;NA
LMG-00005;kWh;0.06;0;NA;NA;NA
LMG-00005;min;0.01;0;NA;NA;NA
LMG-00006;charge;0.297;0;NA;NA;NA
LMG-00006;kWh;0.06;0;NA;NA;NA
LMG-00006;min;0.01;0;NA;NA;NA
LMG-00007;charge;0.3;0;NA;NA;NA
LMG-00007;min;0.035;0;NA;NA;NA
LMG-00008;charge;0.3;0;NA;NA;NA
LMG-00008;min;0.1;0;NA;NA;NA
LMG-00009;charge;0.3;0;NA;NA;NA
LMG-00009;min;0.04;0;NA;NA;NA
LMG-90004;min;0.025;0;NA;NA;NA
LNH-00002;charge;0.2;0;NA;NA;NA
LNH-00002;min;0.09;0;NA;NA;NA
LNH-90001;min;0.031;0;NA;NA;NA
LOU-00003;charge;0.2964;0;NA;NA;NA
LOU-00003;min;0.03;0;NA;NA;NA
LOU-00004;charge;0.2964;0;NA;NA;NA
LOU-00004;min;0.03;0;NA;NA;NA
LOU-90001;min;0.02;0;NA;NA;NA
LOU-90002;min;0.02;0;NA;NA;NA
LRA-00012;charge;0.2964;0;NA;NA;NA
LRA-00012;min;0.1;0;NA;NA;NA
LRA-00013;charge;0.2964;0;NA;NA;NA
LRA-00013;min;0.1;0;NA;NA;NA
LRA-00014;charge;0.297;0;NA;NA;NA
LRA-00014;min;0.1;0;NA;NA;NA
LRA-00015;charge;0.2964;0;NA;NA;NA
LRA-00015;min;0.015;0;NA;NA;NA
LRA-00016;charge;0.2964;0;NA;NA;NA
LRA-00016;min;0.105;0;NA;NA;NA
LRA-00017;charge;0.297;0;NA;NA;NA
LRA-00017;min;0.03;0;NA;NA;NA
LRA-00018;charge;0.3;0;NA;NA;NA
LRA-00018;min;0.1;0;NA;NA;NA
LRA-00019;charge;0.2964;0;NA;NA;NA
LRA-00019;min;0.035;0;NA;NA;NA
LRA-00020;charge;0.2964;0;NA;NA;NA
LRA-00020;min;0.035;0;NA;NA;NA
LRA-00021;min;0.08;0;NA;NA;NA
LRA-00022;charge;0.3;0;NA;NA;NA
LRA-00022;min;0.035;0;NA;NA;NA
LRA-00023;charge;0.3;0;NA;NA;NA
LRA-00023;min;0.035;0;NA;NA;NA
LRA-00024;charge;0.3;0;NA;NA;NA
LRA-00024;min;0.035;0;NA;NA;NA
LRA-00025;min;0.025;0;NA;NA;NA
LRA-00026;min;0.025;0;NA;NA;NA
LRA-00027;min;0.025;0;NA;NA;NA
LRA-00028;kWh;0.5121;0;NA;NA;NA
LRA-00029;kWh;0.5121;0;NA;NA;NA
LRA-00030;kWh;0.5121;0;NA;NA;NA
LRA-00031;kWh;0.5121;0;NA;NA;NA
LRA-00032;charge;0.3;0;NA;NA;NA
LRA-00032;min;0.1;0;NA;NA;NA
LRA-00033;charge;0.6;0;NA;NA;NA
LRA-00033;kWh;0.04;0;NA;NA;NA
LRA-00033;min;0.04;0;NA;NA;NA
LRA-00034;charge;0.6;0;NA;NA;NA
LRA-00034;kWh;0.02;0;NA;NA;NA
LRA-00034;min;0.03;0;NA;NA;NA
LRA-00035;charge;0.3;0;NA;NA;NA
LRA-00035;min;0.02;0;NA;NA;NA
LRA-00036;charge;0.7;0;NA;NA;NA
LRA-00036;kWh;0.04;0;NA;NA;NA
LRA-00036;min;0.04;0;NA;NA;NA
LRA-00037;charge;0.2964;0;NA;NA;NA
LRA-00037;min;0.08;0;NA;NA;NA
LRA-00038;charge;0.2964;0;NA;NA;NA
LRA-00038;min;0.08;0;NA;NA;NA
LRA-00039;charge;0.2964;0;NA;NA;NA
LRA-00039;min;0.08;0;NA;NA;NA
LRA-00040;charge;0.2964;0;NA;NA;NA
LRA-00040;min;0.02;0;NA;NA;NA
LRA-00041;charge;0.2964;0;NA;NA;NA
LRA-00041;min;0.02;0;NA;NA;NA
LRA-00042;charge;0.2964;0;NA;NA;NA
LRA-00042;min;0.02;0;NA;NA;NA
LRA-00043;charge;0.2964;0;NA;NA;NA
LRA-00043;min;0.02;0;NA;NA;NA
LRA-00044;charge;0.2964;0;NA;NA;NA
LRA-00044;min;0.02;0;NA;NA;NA
LRA-00045;charge;0.2964;0;NA;NA;NA
LRA-00045;min;0.02;0;NA;NA;NA
LRA-00047;charge;0.165;0;NA;NA;NA
LRA-00047;min;0.15;0;NA;NA;NA
LRA-00048;charge;0.3;0;NA;NA;NA
LRA-00048;min;0.035;0;NA;NA;NA
LRA-00049;charge;0.3;0;NA;NA;NA
LRA-00049;min;0.035;0;NA;NA;NA
LRA-00050;min;0;0;NA;NA;NA
LRA-00051;min;0;0;NA;NA;NA
LRA-00052;min;0;0;NA;NA;NA
LRA-00053;min;0;0;NA;NA;NA
LRA-00054;min;0;0;NA;NA;NA
LRA-00055;min;0;0;NA;NA;NA
LRA-00056;min;0;0;NA;NA;NA
LRA-00057;min;0;0;NA;NA;NA
LRA-00058;min;0;0;NA;NA;NA
LRA-00059;charge;0.296;0;NA;NA;NA
LRA-00059;min;0.035;0;NA;NA;NA
LRA-90001;min;0.0046;0;NA;NA;NA
LRA-90002;min;0.0046;0;NA;NA;NA
LRA-90003;min;0.004;0;NA;NA;NA
LRA-90004;min;0.015;0;NA;NA;NA
LRA-90005;min;0.006;0;NA;NA;NA
LRA-90006;min;0.0037;0;NA;NA;NA
LRA-90007;min;0.007;0;NA;NA;NA
LRA-90008;min;0.009;0;NA;NA;NA
LRA-90009;min;0.004;0;NA;NA;NA
LRA-90011;min;0.009;0;NA;NA;NA
LRS-00033;charge;0.3;0;NA;NA;NA
LRS-00033;min;0.02;0;NA;NA;NA
LRS-00034;charge;0.2964;0;NA;NA;NA
LRS-00034;min;0.058;0;NA;NA;NA
LRS-00035;min;0.08;0;NA;NA;NA
LRS-00036;charge;0.3;0;NA;NA;NA
LRS-00036;min;0.02;0;NA;NA;NA
LRS-00037;charge;0.3;0;NA;NA;NA
LRS-00037;min;0.02;0;NA;NA;NA
LRS-00044;charge;0.297;0;NA;NA;NA
LRS-00044;min;0.1;0;NA;NA;NA
LRS-00045;charge;0.2964;0;NA;NA;NA
LRS-00045;min;0.035;0;NA;NA;NA
LRS-00046;charge;0.3;0;NA;NA;NA
LRS-00046;min;0.05;0;NA;NA;NA
LRS-00047;charge;0.3;0;NA;NA;NA
LRS-00047;min;0.1;0;NA;NA;NA
LRS-00048;charge;0.3;0;NA;NA;NA
LRS-00048;min;0.1;0;NA;NA;NA
LRS-00049;charge;0.3;0;NA;NA;NA
LRS-00049;min;0.035;0;NA;NA;NA
LRS-00050;charge;0.297;0;NA;NA;NA
LRS-00050;min;0.03;0;NA;NA;NA
LRS-00051;charge;0.3;0;NA;NA;NA
LRS-00051;min;0.1;0;NA;NA;NA
LRS-00052;charge;0.3;0;NA;NA;NA
LRS-00052;min;0.035;0;NA;NA;NA
LRS-00053;charge;0.3;0;NA;NA;NA
LRS-00053;min;0.035;0;NA;NA;NA
LRS-00054;min;0.08;0;NA;NA;NA
LRS-00055;charge;0.2964;0;NA;NA;NA
LRS-00055;min;0.105;0;NA;NA;NA
LRS-00056;charge;0.297;0;NA;NA;NA
LRS-00056;kWh;0.1;0;NA;NA;NA
LRS-00056;min;0.15;0;NA;NA;NA
LRS-00057;charge;0.297;0;NA;NA;NA
LRS-00057;kWh;0.06;0;NA;NA;NA
LRS-00057;min;0.06;0;NA;NA;NA
LRS-00058;charge;0.297;0;NA;NA;NA
LRS-00058;kWh;0.1;0;NA;NA;NA
LRS-00058;min;0.15;0;NA;NA;NA
LRS-00059;charge;0.297;0;NA;NA;NA
LRS-00059;kWh;0.06;0;NA;NA;NA
LRS-00059;min;0.06;0;NA;NA;NA
LRS-00060;charge;0.1657;0;NA;NA;NA
LRS-00060;min;0.1;0;NA;NA;NA
LRS-00061;charge;0.297;0;NA;NA;NA
LRS-00061;kWh;0.07;0;NA;NA;NA
LRS-00061;min;0.09;0;NA;NA;NA
LRS-00062;min;0.08;0;NA;NA;NA
LRS-00063;charge;0.297;0;NA;NA;NA
LRS-00063;kWh;0.07;0;NA;NA;NA
LRS-00063;min;0.09;0;NA;NA;NA
LRS-00064;charge;0.3;0;NA;NA;NA
LRS-00064;kWh;0.04;0;NA;NA;NA
LRS-00066;charge;0.2964;0;NA;NA;NA
LRS-00066;min;0.035;0;NA;NA;NA
LRS-80003;charge;0.2964;0;NA;NA;NA
LRS-80003;min;0.015;0;NA;NA;NA
LRS-80016;charge;0.2964;0;NA;NA;NA
LRS-80016;min;0.015;0;NA;NA;NA
LRS-90001;min;0.004;0;NA;NA;NA
LRS-90002;min;0.006;0;NA;NA;NA
LRS-90004;min;0.0037;0;NA;NA;NA
LRS-90005;min;0.009;0;NA;NA;NA
LRS-90006;min;0.004;0;NA;NA;NA
LRS-90007;min;0.015;0;NA;NA;NA
