ChargingStation;Unit;Value;MinLevelValue;MaxLevelValue;StartHour;EndHour
RMZ-00003;min;0.0732;0;NA;NA;NA
RMZ-00004;charge;0.299;0;NA;NA;NA
RMZ-00004;min;0.0163;0;NA;NA;NA
RMZ-90001;min;0.025;0;NA;NA;NA
RMZ-90002;min;0.02;0;NA;NA;NA
RPN-00002;kWh;0.08;0;NA;NA;NA
RPN-90001;min;0.031;0;NA;NA;NA
RSD-90001;min;0.02;0;NA;NA;NA
SAT-90001;min;0.02;0;NA;NA;NA
SBA-00003;min;0.08;0;NA;NA;NA
SBA-00004;charge;0.3;0;NA;NA;NA
SBA-00004;min;0.1;0;NA;NA;NA
SBA-90001;min;0.031;0;NA;NA;NA
SBG-00002;charge;0.2964;0;NA;NA;NA
SBG-00002;min;0.105;0;NA;NA;NA
SBG-90001;kWh;0.1;0;NA;NA;NA
SBR-90001;min;0.02;0;NA;NA;NA
SCD-00002;charge;0.3;0;NA;NA;NA
SCD-00002;min;0.03;0;NA;NA;NA
SCD-00003;charge;0.297;0;NA;NA;NA
SCD-00003;min;0.12;0;NA;NA;NA
SCD-90001;min;0.02;0;NA;NA;NA
SCF-00001;min;0.074;0;NA;NA;NA
SCG-00001;charge;0.2964;0;NA;NA;NA
SCG-00001;min;0.075;0;NA;NA;NA
SCG-00002;charge;0.1657;0;NA;NA;NA
SCG-00002;min;0.03;0;NA;NA;NA
SCG-00003;charge;0.2964;0;NA;NA;NA
SCG-00003;min;0.03;0;NA;NA;NA
SCR-00001;min;0.04;0;NA;NA;NA
SCR-00002;min;0;0;NA;NA;NA
SCR-00003;min;0;0;NA;NA;NA
SCR-00004;min;0;0;NA;NA;NA
SCR-00005;min;0;0;NA;NA;NA
SCR-00006;charge;0.2964;0;NA;NA;NA
SCR-00006;min;0.025;0;NA;NA;NA
SCR-00007;min;0;0;NA;NA;NA
SCR-00009;charge;0.297;0;NA;NA;NA
SCR-00009;kWh;0.06;0;NA;NA;NA
SCR-00009;min;0.01;0;NA;NA;NA
SCR-00010;charge;0.297;0;NA;NA;NA
SCR-00010;kWh;0.06;0;NA;NA;NA
SCR-00010;min;0.01;0;NA;NA;NA
SCR-00011;min;0;0;NA;NA;NA
SEI-00002;charge;0.35;0;NA;NA;NA
SEI-00002;kWh;0.06;0;NA;NA;NA
SEI-00002;min;0.02;0;NA;NA;NA
SEI-00003;min;0.08;0;NA;NA;NA
SJM-00003;min;0.02;0;NA;NA;NA
SJM-00004;min;0.02;0;NA;NA;NA
SJM-00005;charge;0.3;0;NA;NA;NA
SJM-00005;min;0.1;0;NA;NA;NA
SJM-00006;charge;0.3;0;NA;NA;NA
SJM-00006;min;0.035;0;NA;NA;NA
SJM-00007;charge;0.3;0;NA;NA;NA
SJM-00007;min;0.035;0;NA;NA;NA
SJM-00008;charge;0.297;0;NA;NA;NA
SJM-00008;min;0.06;0;NA;NA;NA
SJM-00009;charge;0.297;0;NA;NA;NA
SJM-00009;min;0.035;0;NA;NA;NA
SJM-00010;charge;0.297;0;NA;NA;NA
SJM-00010;kWh;0.07;0;NA;NA;NA
SJM-00010;min;0.09;0;NA;NA;NA
SJM-90001;min;0.02;0;NA;NA;NA
SJM-90002;min;0.032;0;NA;NA;NA
SJP-90001;min;0.02;0;NA;NA;NA
SLV-00003;charge;0.297;0;NA;NA;NA
SLV-00003;kWh;0.06;0;NA;NA;NA
SLV-00003;min;0.01;0;NA;NA;NA
SLV-00004;charge;0.297;0;NA;NA;NA
SLV-00004;kWh;0.06;0;NA;NA;NA
SLV-00004;min;0.01;0;NA;NA;NA
SLV-00005;min;0.03;0;NA;NA;NA
SLV-00006;min;0.08;0;NA;NA;NA
SLV-00007;charge;0.2964;0;NA;NA;NA
SLV-00007;min;0.02;0;NA;NA;NA
SLV-90001;min;0.031;0;NA;NA;NA
SMA-90001;min;0.02;0;NA;NA;NA
SMG-00002;charge;0.2964;0;NA;NA;NA
SMG-00002;min;0.105;0;NA;NA;NA
SMG-00003;charge;0.2964;0;NA;NA;NA
SMG-00003;min;0.035;0;NA;NA;NA
SMG-00004;charge;0.2964;0;NA;NA;NA
SMG-00004;min;0.105;0;NA;NA;NA
SMG-00005;charge;0.2964;0;NA;NA;NA
SMG-00005;min;0.035;0;NA;NA;NA
SMG-90001;min;0.025;0;NA;NA;NA
SMP-90001;min;0.031;0;NA;NA;NA
SNS-00003;charge;0.2964;0;NA;NA;NA
SNS-00003;min;0.12;0;NA;NA;NA
SNS-00004;charge;0.297;0;NA;NA;NA
SNS-00004;min;0.1;0;NA;NA;NA
SNS-00005;charge;0.2964;0;NA;NA;NA
SNS-00005;min;0.1;0;NA;NA;NA
SNS-00006;charge;0.2964;0;NA;NA;NA
SNS-00006;min;0.105;0;NA;NA;NA
SNS-00008;charge;0.297;0;NA;NA;NA
SNS-00008;kWh;0.07;0;NA;NA;NA
SNS-00008;min;0.09;0;NA;NA;NA
SNT-00011;charge;0.2964;0;NA;NA;NA
SNT-00011;min;0.12;0;NA;NA;NA
SNT-00012;charge;0.2964;0;NA;NA;NA
SNT-00012;min;0.12;0;NA;NA;NA
SNT-00014;charge;0.2964;0;NA;NA;NA
SNT-00014;min;0.025;0;NA;NA;NA
SNT-00016;charge;0.3;0;NA;NA;NA
SNT-00016;min;0.035;0;NA;NA;NA
SNT-00017;charge;0.297;0;NA;NA;NA
SNT-00017;kWh;0.06;0;NA;NA;NA
SNT-00017;min;0.01;0;NA;NA;NA
SNT-00018;charge;0.297;0;NA;NA;NA
SNT-00018;kWh;0.06;0;NA;NA;NA
SNT-00018;min;0.01;0;NA;NA;NA
SNT-00019;charge;0.2964;0;NA;NA;NA
SNT-00019;min;0.12;0;NA;NA;NA
SNT-00022;charge;0.2964;0;NA;NA;NA
SNT-00022;min;0.12;0;NA;NA;NA
SNT-00023;charge;0.297;0;NA;NA;NA
SNT-00023;kWh;0.06;0;NA;NA;NA
SNT-00023;min;0.01;0;NA;NA;NA
SNT-00027;charge;0.297;0;NA;NA;NA
SNT-00027;kWh;0.06;0;NA;NA;NA
SNT-00027;min;0.01;0;NA;NA;NA
SNT-00028;charge;0.297;0;NA;NA;NA
SNT-00028;min;0.035;0;NA;NA;NA
SNT-00034;charge;0.2964;0;NA;NA;NA
SNT-00034;min;0.035;0;NA;NA;NA
SNT-00035;charge;0.2964;0;NA;NA;NA
SNT-00035;min;0.015;0;NA;NA;NA
SNT-00036;charge;2.5;0;NA;NA;NA
SNT-00036;min;0;0;25;NA;NA
SNT-00036;min;0.1;25;NA;NA;NA
SNT-00037;charge;2.2;0;NA;NA;NA
SNT-00037;min;0;0;60;NA;NA
SNT-00037;min;0.036;60;NA;NA;NA
SNT-00038;charge;2.2;0;NA;NA;NA
SNT-00038;min;0;0;60;NA;NA
SNT-00038;min;0.036;60;NA;NA;NA
SNT-00041;charge;0.2964;0;NA;NA;NA
SNT-00041;min;0.03;0;NA;NA;NA
SNT-00042;charge;0.2964;0;NA;NA;NA
SNT-00042;min;0.03;0;NA;NA;NA
SNT-00044;charge;0.2964;0;NA;NA;NA
SNT-00044;min;0.1;0;NA;NA;NA
SNT-00045;charge;0.3;0;NA;NA;NA
SNT-00045;min;0.1;0;NA;NA;NA
SNT-00046;charge;0.2964;0;NA;NA;NA
SNT-00046;min;0.105;0;NA;NA;NA
SNT-00047;min;0.08;0;NA;NA;NA
SNT-00048;min;0.08;0;NA;NA;NA
SNT-00050;charge;0.3;0;NA;NA;NA
SNT-00050;min;0.125;0;NA;NA;NA
SNT-00051;charge;0.3;0;NA;NA;NA
SNT-00051;min;0.125;0;NA;NA;NA
SNT-00053;charge;0.297;0;NA;NA;NA
SNT-00053;min;0.12;0;NA;NA;NA
SNT-00055;charge;0.297;0;NA;NA;NA
SNT-00055;kWh;0.07;0;NA;NA;NA
SNT-00055;min;0.09;0;NA;NA;NA
SNT-00061;charge;0.297;0;NA;NA;NA
SNT-00061;min;0.06;0;NA;NA;NA
SNT-00062;charge;0.297;0;NA;NA;NA
SNT-00062;min;0.06;0;NA;NA;NA
SNT-00066;charge;0.2964;0;NA;NA;NA
SNT-00066;min;0.055;0;NA;NA;NA
SNT-00067;charge;0.2964;0;NA;NA;NA
SNT-00067;min;0.025;0;NA;NA;NA
SNT-00068;charge;0.2964;0;NA;NA;NA
SNT-00068;min;0.025;0;NA;NA;NA
SNT-00069;charge;0.2964;0;NA;NA;NA
SNT-00069;min;0.025;0;NA;NA;NA
SNT-00070;charge;0.2964;0;NA;NA;NA
SNT-00070;min;0.025;0;NA;NA;NA
SNT-00071;charge;0.2964;0;NA;NA;NA
SNT-00071;min;0.105;0;NA;NA;NA
SNT-00072;charge;0.3;0;NA;NA;NA
SNT-00072;min;0.125;0;NA;NA;NA
SNT-00073;charge;0.297;0;NA;NA;NA
SNT-00073;min;0.12;0;NA;NA;NA
SNT-00074;charge;0.296;0;NA;NA;NA
SNT-00074;min;0.07;0;NA;NA;NA
SNT-00075;charge;0.296;0;NA;NA;NA
SNT-00075;min;0.07;0;NA;NA;NA
SNT-00076;charge;0.297;0;NA;NA;NA
SNT-00076;kWh;0.07;0;NA;NA;NA
SNT-00076;min;0.09;0;NA;NA;NA
SNT-90002;min;0.009;0;NA;NA;NA
SNT-90003;min;0.01;0;NA;NA;NA
SNT-90004;min;0.004;0;NA;NA;NA
SNT-90005;min;0.009;0;NA;NA;NA
SNT-90006;min;0.004;0;NA;NA;NA
SNT-90007;min;0.011;0;NA;NA;NA
SNT-90008;min;0.004;0;NA;NA;NA
SNT-90010;min;0.005;0;NA;NA;NA
SNT-90021;min;0.004;0;NA;NA;NA
SNT-90024;min;0.006;0;NA;NA;NA
SPS-00002;min;0.08;0;NA;NA;NA
SPS-00003;charge;0.3;0;NA;NA;NA
SPS-00003;min;0.1;0;NA;NA;NA
SPS-90001;min;0.031;0;NA;NA;NA
SRD-90001;min;0.02;0;NA;NA;NA
SRE-00001;min;0;0;NA;NA;NA
SRE-90002;min;0.025;0;NA;NA;NA
SRN-90001;min;0.02;0;NA;NA;NA
SRP-00002;charge;0.297;0;NA;NA;NA
SRP-00002;min;0.03;0;NA;NA;NA
SRP-00003;min;0.08;0;NA;NA;NA
SRP-00004;charge;0.2964;0;NA;NA;NA
SRP-00004;min;0.35;0;NA;NA;NA
SRP-90001;min;0.025;0;NA;NA;NA
SRQ-00001;charge;0.1657;0;NA;NA;NA
SRQ-00001;min;0.03;0;NA;NA;NA
SRT-00003;charge;0.297;0;NA;NA;NA
SRT-00003;min;0.12;0;NA;NA;NA
SRT-00004;charge;0.5;0;NA;NA;NA
SRT-00004;kWh;0.35;0;NA;NA;NA
SRT-00004;min;0;0;30;NA;NA
SRT-00004;min;0.12;30;NA;NA;NA
SRT-90001;min;0.031;0;NA;NA;NA
SRT-90002;min;0.025;0;NA;NA;NA
SSB-00002;charge;0.2964;0;NA;NA;NA
SSB-00002;min;0.1;0;NA;NA;NA
SSB-00003;charge;0.2964;0;NA;NA;NA
SSB-00003;min;0.03;0;NA;NA;NA
SSB-00004;charge;0.2964;0;NA;NA;NA
SSB-00004;min;0.12;0;NA;NA;NA
SSB-00006;charge;0.297;0;NA;NA;NA
SSB-00006;kWh;0.07;0;NA;NA;NA
SSB-00006;min;0.09;0;NA;NA;NA
SSB-90001;min;0.02;0;NA;NA;NA
SSL-90001;min;0.025;0;NA;NA;NA
STB-00013;charge;0.3;0;NA;NA;NA
STB-00013;min;0.115;0;NA;NA;NA
STB-00014;charge;0.2964;0;NA;NA;NA
STB-00014;min;0.035;0;NA;NA;NA
STB-00015;charge;0.3;0;NA;NA;NA
STB-00015;min;0.035;0;NA;NA;NA
STB-00016;charge;0.2964;0;NA;NA;NA
STB-00016;min;0.12;0;NA;NA;NA
STB-00017;charge;0.297;0;NA;NA;NA
STB-00017;min;0.12;0;NA;NA;NA
STB-00019;charge;0.2964;0;NA;NA;NA
STB-00019;kWh;0.08;0;NA;NA;NA
STB-00019;min;0.015;0;NA;NA;NA
STB-00020;charge;0.297;0;NA;NA;NA
STB-00020;min;0.03;0;NA;NA;NA
STB-00021;charge;0.297;0;NA;NA;NA
STB-00021;min;0.03;0;NA;NA;NA
STB-90001;min;0.009;0;NA;NA;NA
STB-90002;min;0.004;0;NA;NA;NA
STB-90003;min;0.009;0;NA;NA;NA
STB-90004;min;0.0046;0;NA;NA;NA
STB-90005;min;0.011;0;NA;NA;NA
STB-90006;min;0.007;0;NA;NA;NA
STB-90007;min;0.004;0;NA;NA;NA
STB-90008;min;0.006;0;NA;NA;NA
STB-90009;min;0.005;0;NA;NA;NA
STB-90010;min;0.0037;0;NA;NA;NA
STB-90011;min;0.004;0;NA;NA;NA
STB-90012;min;0.006;0;NA;NA;NA
STC-00002;charge;0.2964;0;NA;NA;NA
STC-00002;kWh;0.08;0;NA;NA;NA
STC-00002;min;0.015;0;NA;NA;NA
STC-00003;charge;0.2964;0;NA;NA;NA
STC-00003;kWh;0.08;0;NA;NA;NA
STC-00003;min;0.015;0;NA;NA;NA
STC-00004;charge;0.3;0;NA;NA;NA
STC-00004;min;0.035;0;NA;NA;NA
STC-00005;min;0.08;0;NA;NA;NA
STC-90001;kWh;0.1;0;NA;NA;NA
STN-00002;min;0.04;0;NA;NA;NA
STN-00003;charge;0.3;0;NA;NA;NA
STN-00003;min;0.04;0;NA;NA;NA
STR-00012;charge;0.5;0;NA;NA;NA
STR-00012;min;0.1;0;NA;NA;NA
STR-00014;min;0.08;0;NA;NA;NA
STR-00015;charge;0.3;0;NA;NA;NA
STR-00015;min;0.1;0;NA;NA;NA
STR-00016;charge;0.3;0;NA;NA;NA
STR-00016;min;0.035;0;NA;NA;NA
STR-00017;charge;0.3;0;NA;NA;NA
STR-00017;min;0.1;0;NA;NA;NA
STR-00018;charge;0.297;0;NA;NA;NA
STR-00018;min;0.1;0;NA;NA;NA
STR-00019;charge;0.297;0;NA;NA;NA
STR-00019;kWh;0.1;0;NA;NA;NA
STR-00019;min;0.15;0;NA;NA;NA
STR-00021;charge;0.3;0;NA;NA;NA
STR-00021;min;0.02;0;NA;NA;NA
STR-00022;charge;0.297;0;NA;NA;NA
STR-00022;kWh;0.1;0;NA;NA;NA
STR-00022;min;0.15;0;NA;NA;NA
STR-00023;charge;0.2964;0;NA;NA;NA
STR-00023;min;0.035;0;NA;NA;NA
STR-00024;charge;0.297;0;NA;NA;NA
STR-00024;kWh;0.08;0;NA;NA;NA
STR-00024;min;0.11;0;NA;NA;NA
STR-00025;charge;0.297;0;NA;NA;NA
STR-00025;min;0.12;0;NA;NA;NA
STR-00026;min;0.6;0;NA;NA;NA
STR-90001;min;0.015;0;NA;NA;NA
STR-90002;min;0.004;0;NA;NA;NA
STR-90003;min;0.007;0;NA;NA;NA
STR-90004;min;0.009;0;NA;NA;NA
STR-90005;min;0.0046;0;NA;NA;NA
STR-90006;min;0.0046;0;NA;NA;NA
STR-90007;min;0.004;0;NA;NA;NA
STR-90008;min;0.006;0;NA;NA;NA
STR-90009;min;0.005;0;NA;NA;NA
STS-00002;charge;0.2964;0;NA;NA;NA
STS-00002;min;0.1;0;NA;NA;NA
STS-00003;charge;0.2964;0;NA;NA;NA
STS-00003;min;0.1;0;NA;NA;NA
STS-00004;charge;2.5;0;NA;NA;NA
STS-00004;min;0;0;25;NA;NA
STS-00004;min;0.1;25;NA;NA;NA
STS-00005;charge;2.2;0;NA;NA;NA
STS-00005;min;0;0;60;NA;NA
STS-00005;min;0.036;60;NA;NA;NA
STS-00006;charge;2.2;0;NA;NA;NA
STS-00006;min;0;0;60;NA;NA
STS-00006;min;0.036;60;NA;NA;NA
STS-00007;min;0.02;0;NA;NA;NA
STS-00008;min;0.02;0;NA;NA;NA
STS-00009;charge;0.2964;0;NA;NA;NA
STS-00009;min;0.09;0;NA;NA;NA
STS-00010;charge;0.297;0;NA;NA;NA
STS-00010;min;0.06;0;NA;NA;NA
STS-00011;charge;0.297;0;NA;NA;NA
STS-00011;kWh;0.07;0;NA;NA;NA
STS-00011;min;0.09;0;NA;NA;NA
STS-00012;charge;0.3;0;NA;NA;NA
STS-00012;kWh;0.09;0;NA;NA;NA
STS-00012;min;0.08;0;NA;NA;NA
SVC-00001;charge;0.3;0;NA;NA;NA
SVC-00001;min;0.04;0;NA;NA;NA
SVC-00002;charge;0.3;0;NA;NA;NA
SVC-00002;min;0.06;0;NA;NA;NA
SVV-90001;min;0.02;0;NA;NA;NA
SXL-00002;charge;0.297;0;NA;NA;NA
SXL-00002;min;0.1;0;NA;NA;NA
SXL-00004;charge;0.297;0;NA;NA;NA
SXL-00004;min;0.035;0;NA;NA;NA
SXL-00005;min;0.08;0;NA;NA;NA
SXL-00006;charge;0.2964;0;NA;NA;NA
SXL-00006;min;0.105;0;NA;NA;NA
SXL-00007;charge;0.5;0;NA;NA;NA
SXL-00007;min;0.03;0;NA;NA;NA
SXL-00008;charge;0.5;0;NA;NA;NA
SXL-00008;min;0.03;0;NA;NA;NA
SXL-00009;min;0.035;0;NA;NA;NA
SXL-00011;min;0.08;0;NA;NA;NA
SXL-00012;charge;0.3;0;NA;NA;NA
SXL-00012;min;0.1;0;NA;NA;NA
SXL-00013;charge;0.3;0;NA;NA;NA
SXL-00013;min;0.035;0;NA;NA;NA
SXL-00014;charge;0.3;0;NA;NA;NA
SXL-00014;min;0.035;0;NA;NA;NA
SXL-00016;charge;0.297;0;NA;NA;NA
SXL-00016;kWh;0.1;0;NA;NA;NA
SXL-00016;min;0.15;0;NA;NA;NA
SXL-00017;charge;0.297;0;NA;NA;NA
SXL-00017;kWh;0.08;0;NA;NA;NA
SXL-00017;min;0.11;0;NA;NA;NA
SXL-00019;charge;0.3;0;NA;NA;NA
SXL-00019;min;0.1;0;NA;NA;NA
TAGUS-00001;charge;0.2964;0;NA;NA;NA
TAGUS-00001;min;0.01;0;NA;NA;NA
TAGUS-00002;charge;0.2964;0;NA;NA;NA
TAGUS-00002;min;0.01;0;NA;NA;NA
TAGUS-00003;charge;0.2964;0;NA;NA;NA
TAGUS-00003;min;0.01;0;NA;NA;NA
TAGUS-00004;charge;0.2964;0;NA;NA;NA
TAGUS-00004;min;0.01;0;NA;NA;NA
TBC-00001;charge;0.2964;0;NA;NA;NA
TBC-90002;min;0.02;0;NA;NA;NA
TBR-00002;charge;0.297;0;NA;NA;NA
TBR-00002;kWh;0.06;0;NA;NA;NA
TBR-00002;min;0.01;0;NA;NA;NA
TBR-00003;charge;0.297;0;NA;NA;NA
TBR-00003;kWh;0.06;0;NA;NA;NA
TBR-00003;min;0.01;0;NA;NA;NA
TBR-90001;min;0;0;NA;NA;NA
TBU-00001;min;0;0;NA;NA;NA
TBU-00003;min;0.08;0;NA;NA;NA
TBU-90002;min;0.02;0;NA;NA;NA
TCS-90001;min;0.02;0;NA;NA;NA
TMC-90001;min;0.025;0;NA;NA;NA
TMR-00002;charge;0.3;0;NA;NA;NA
TMR-00002;min;0.05;0;NA;NA;NA
TMR-00003;charge;0.2964;0;NA;NA;NA
TMR-00003;min;0.01;0;NA;NA;NA
TMR-00004;charge;0.2964;0;NA;NA;NA
TMR-00004;min;0.01;0;NA;NA;NA
TMR-00006;charge;0.2964;0;NA;NA;NA
TMR-00006;kWh;0.08;0;NA;NA;NA
TMR-00006;min;0.015;0;NA;NA;NA
TMR-00007;charge;0.2964;0;NA;NA;NA
TMR-00007;kWh;0.1;0;NA;NA;NA
TMR-00007;min;0.05;0;30;NA;NA
TMR-00007;min;0.09;30;NA;NA;NA
TMR-00008;charge;0.2964;0;NA;NA;NA
TMR-00008;kWh;0.06;0;NA;NA;NA
TMR-00008;min;0.0125;0;NA;NA;NA
TMR-00009;charge;0.2964;0;NA;NA;NA
TMR-00009;kWh;0.08;0;NA;NA;NA
TMR-00009;min;0.015;0;NA;NA;NA
TMR-00010;charge;0.297;0;NA;NA;NA
TMR-00010;kWh;0.07;0;NA;NA;NA
TMR-00010;min;0.09;0;NA;NA;NA
TMR-90001;min;0.025;0;NA;NA;NA
TND-00001;min;0;0;NA;NA;NA
TND-00002;min;0;0;NA;NA;NA
TND-00003;min;0;0;NA;NA;NA
TND-00005;charge;0.2964;0;NA;NA;NA
TND-00005;min;0.12;0;NA;NA;NA
TND-00006;charge;0.2964;0;NA;NA;NA
TND-00006;min;0.07;0;NA;NA;NA
TND-90004;min;0.025;0;NA;NA;NA
TNV-00001;charge;0.2964;0;NA;NA;NA
TNV-00003;charge;0.297;0;NA;NA;NA
TNV-00003;min;0.12;0;NA;NA;NA
TNV-00004;charge;0.2964;0;NA;NA;NA
TNV-00004;min;0.035;0;NA;NA;NA
TNV-00005;charge;0.2964;0;NA;NA;NA
TNV-00005;min;0.07;0;NA;NA;NA
TNV-00006;charge;0.297;0;NA;NA;NA
TNV-00006;kWh;0.07;0;NA;NA;NA
TNV-00006;min;0.09;0;NA;NA;NA
TNV-00007;charge;0.297;0;NA;NA;NA
TNV-00007;min;0.06;0;NA;NA;NA
TNV-00008;charge;0.297;0;NA;NA;NA
TNV-00008;min;0.06;0;NA;NA;NA
TNV-90002;min;0.02;0;NA;NA;NA
TRC-90001;min;0.031;0;NA;NA;NA
TRF-00005;min;0.02;0;NA;NA;NA
TRF-00006;min;0.02;0;NA;NA;NA
TRF-00007;charge;0.2964;0;NA;NA;NA
TRF-00007;min;0.07;0;NA;NA;NA
TRF-00008;charge;0.3;0;NA;NA;NA
TRF-00008;min;0.1;0;NA;NA;NA
TRF-00009;charge;0.3;0;NA;NA;NA
TRF-00009;min;0.015;0;NA;NA;NA
TRF-00010;charge;0.3;0;NA;NA;NA
TRF-00010;min;0.1;0;NA;NA;NA
TRF-90001;min;0.02;0;NA;NA;NA
TVD-00001;min;0;0;NA;NA;NA
TVD-00003;min;0;0;NA;NA;NA
TVD-00004;min;0;0;NA;NA;NA
TVD-00007;charge;0.2964;0;NA;NA;NA
TVD-00007;min;0.105;0;NA;NA;NA
TVD-00008;charge;0.2964;0;NA;NA;NA
TVD-00008;min;0.105;0;NA;NA;NA
TVD-00009;charge;0.5;0;NA;NA;NA
TVD-00009;min;0.03;0;NA;NA;NA
TVD-00010;charge;0.3;0;NA;NA;NA
TVD-00010;min;0.035;0;NA;NA;NA
TVD-00011;charge;0.3;0;NA;NA;NA
TVD-00011;min;0.035;0;NA;NA;NA
TVD-00012;charge;0.297;0;NA;NA;NA
TVD-00012;min;0.03;0;NA;NA;NA
TVD-00013;charge;0.297;0;NA;NA;NA
TVD-00013;min;0.03;0;NA;NA;NA
TVD-00014;charge;0.3;0;NA;NA;NA
TVD-00014;min;0.1;0;NA;NA;NA
TVD-00015;charge;0.2964;0;NA;NA;NA
TVD-00015;min;0.12;0;NA;NA;NA
TVD-00016;charge;0.2964;0;NA;NA;NA
TVD-00016;min;0.24;0;NA;NA;NA
TVD-00017;charge;0.2964;0;NA;NA;NA
TVD-00017;min;0.04;0;NA;NA;NA
TVD-00018;charge;0.2964;0;NA;NA;NA
TVD-00018;min;0.04;0;NA;NA;NA
TVD-00019;charge;0.297;0;NA;NA;NA
TVD-00019;min;0.12;0;NA;NA;NA
TVD-00021;charge;0.3;0;NA;NA;NA
TVD-00021;min;0.035;0;NA;NA;NA
TVD-00022;charge;0.297;0;NA;NA;NA
TVD-00022;kWh;0.07;0;NA;NA;NA
TVD-00022;min;0.09;0;NA;NA;NA
TVD-00023;charge;0.2964;0;NA;NA;NA
TVD-00023;min;0.035;0;NA;NA;NA
TVD-90002;min;0.009;0;NA;NA;NA
TVD-90005;min;0.009;0;NA;NA;NA
TVD-90006;min;0.01;0;NA;NA;NA
TVR-00001;min;0;0;NA;NA;NA
TVR-00002;charge;0.297;0;NA;NA;NA
TVR-00002;kWh;0.06;0;NA;NA;NA
TVR-00002;min;0.01;0;NA;NA;NA
TVR-00003;charge;0.297;0;NA;NA;NA
TVR-00003;kWh;0.06;0;NA;NA;NA
TVR-00003;min;0.01;0;NA;NA;NA
TVR-00005;min;0;0;NA;NA;NA
TVR-00006;charge;0.297;0;NA;NA;NA
TVR-00006;kWh;0.06;0;NA;NA;NA
TVR-00006;min;0.01;0;NA;NA;NA
TVR-00007;charge;0.297;0;NA;NA;NA
TVR-00007;kWh;0.06;0;NA;NA;NA
TVR-00007;min;0.01;0;NA;NA;NA
TVR-00008;charge;0.297;0;NA;NA;NA
TVR-00008;kWh;0.06;0;NA;NA;NA
TVR-00008;min;0.01;0;NA;NA;NA
TVR-00009;charge;0.297;0;NA;NA;NA
TVR-00009;kWh;0.06;0;NA;NA;NA
TVR-00009;min;0.01;0;NA;NA;NA
TVR-00010;charge;0.2964;0;NA;NA;NA
TVR-00010;min;0.02;0;NA;NA;NA
TVR-00011;min;0.08;0;NA;NA;NA
TVR-00012;charge;0.2964;0;NA;NA;NA
TVR-00012;min;0.105;0;NA;NA;NA
TVR-00013;charge;0.2964;0;NA;NA;NA
TVR-00013;min;0.015;0;NA;NA;NA
UEVORA-00001;min;0;0;NA;NA;NA
UEVORA-00002;min;0;0;NA;NA;NA
UP-00001;min;0.03;0;NA;NA;NA
UP-00002;min;0.03;0;NA;NA;NA
VBP-00004;charge;0.297;0;NA;NA;NA
VBP-00004;kWh;0.06;0;NA;NA;NA
VBP-00004;min;0.01;0;NA;NA;NA
VBP-00005;charge;0.297;0;NA;NA;NA
VBP-00005;kWh;0.06;0;NA;NA;NA
VBP-00005;min;0.01;0;NA;NA;NA
VBP-00006;min;0.03;0;NA;NA;NA
VBP-00007;charge;0.2964;0;NA;NA;NA
VBP-00007;min;0.02;0;NA;NA;NA
VBP-90001;min;0.02;0;NA;NA;NA
VCD-00002;charge;0.2964;0;NA;NA;NA
VCD-00003;charge;0.2964;0;NA;NA;NA
VCD-00005;charge;0.3;0;NA;NA;NA
VCD-00005;min;0.03;0;NA;NA;NA
VCD-00006;charge;0.2964;0;NA;NA;NA
VCD-00006;min;0.105;0;NA;NA;NA
VCD-00007;min;0.08;0;NA;NA;NA
VCD-00008;min;0.02;0;NA;NA;NA
VCD-90004;min;0.02;0;NA;NA;NA
VCT-00011;charge;0.2;0;NA;NA;NA
VCT-00011;min;0.09;0;NA;NA;NA
VCT-00012;charge;0.297;0;NA;NA;NA
VCT-00012;kWh;0.06;0;NA;NA;NA
VCT-00012;min;0.01;0;NA;NA;NA
VCT-00013;charge;0.297;0;NA;NA;NA
VCT-00013;kWh;0.06;0;NA;NA;NA
VCT-00013;min;0.01;0;NA;NA;NA
VCT-00014;min;0.08;0;NA;NA;NA
VCT-00015;charge;0.2964;0;NA;NA;NA
VCT-00015;min;0.08;0;NA;NA;NA
VCT-00016;min;0.1;0;NA;NA;NA
VCT-00017;min;0.02;0;NA;NA;NA
VCT-00018;min;0.05;0;NA;NA;NA
VCT-00019;charge;0.3;0;NA;NA;NA
VCT-00019;min;0.04;0;NA;NA;NA
VCT-00020;charge;0.3;0;NA;NA;NA
VCT-00020;min;0.1;0;NA;NA;NA
VCT-00021;charge;0.3;0;NA;NA;NA
VCT-00021;min;0.1;0;NA;NA;NA
VCT-00022;charge;0.2964;0;NA;NA;NA
VCT-00022;min;0.105;0;NA;NA;NA
VCT-00023;charge;0.2964;0;NA;NA;NA
VCT-00023;min;0.035;0;NA;NA;NA
VCT-00024;charge;0.2964;0;NA;NA;NA
VCT-00024;min;0.105;0;NA;NA;NA
VCT-00025;min;0.05;0;NA;NA;NA
VCT-00026;min;0.05;0;NA;NA;NA
VCT-00027;charge;0.297;0;NA;NA;NA
VCT-00027;min;0.06;0;NA;NA;NA
VCT-90001;min;0.004;0;NA;NA;NA
VCT-90003;min;0.015;0;NA;NA;NA
VCT-90004;min;0.006;0;NA;NA;NA
VCT-90005;min;0.005;0;NA;NA;NA
VCT-90006;min;0.0037;0;NA;NA;NA
VCT-90007;kWh;0.1;0;NA;NA;NA
